match_id,puuid,name,num_units,style,tier_current,tier_total
NA1_5210875842,PkjoFUt5_k14aTQDFvMuPK6InUbcX_BAt33tjO8wNYvg_ijiSjLcV1KGkKNV2I_-GYEWqH8qMXgPVw,TFT13_Rebel,5,2,2,4
NA1_5210875842,PkjoFUt5_k14aTQDFvMuPK6InUbcX_BAt33tjO8wNYvg_ijiSjLcV1KGkKNV2I_-GYEWqH8qMXgPVw,TFT13_Scrap,1,0,0,4
NA1_5210875842,PkjoFUt5_k14aTQDFvMuPK6InUbcX_BAt33tjO8wNYvg_ijiSjLcV1KGkKNV2I_-GYEWqH8qMXgPVw,TFT13_Titan,2,1,1,3
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Ambusher,1,0,0,4
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Bruiser,1,0,0,3
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Cabal,1,0,0,4
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Crime,7,4,5,5
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Experiment,1,0,0,3
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_HighRoller,1,3,1,1
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Infused,5,2,2,3
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Invoker,1,0,0,4
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Pugilist,1,0,0,4
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Scrap,1,0,0,4
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Titan,1,0,0,3
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Warband,1,0,0,4
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Ambusher,1,0,0,4
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Bruiser,1,0,0,3
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Challenger,1,0,0,3
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Experiment,1,0,0,3
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Hextech,1,0,0,3
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_MachineHerald,1,3,1,1
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Pugilist,1,0,0,4
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Sniper,4,4,2,3
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Squad,8,4,4,5
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Titan,1,0,0,3
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Ambassador,1,1,1,2
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Bruiser,1,0,0,3
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Challenger,2,1,1,3
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Invoker,1,0,0,4
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Pugilist,1,0,0,4
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Rebel,1,0,0,4
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Sniper,1,0,0,3
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Squad,4,2,2,5
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Titan,4,2,2,3
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Warband,5,2,2,4
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Watcher,1,0,0,3
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Ambassador,1,1,1,2
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Ambusher,1,0,0,4
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Cabal,1,0,0,4
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Experiment,1,0,0,3
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Family,2,0,0,3
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Pugilist,1,0,0,4
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Scrap,1,0,0,4
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Sorcerer,3,1,1,4
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Watcher,1,0,0,3
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Ambusher,1,0,0,4
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Bruiser,2,1,1,3
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Challenger,1,0,0,3
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Crime,1,0,0,5
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_MissMageTrait,1,3,1,1
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Pugilist,1,0,0,4
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Sniper,2,1,1,3
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Squad,7,4,3,5
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Titan,1,0,0,3
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Ambassador,1,1,1,2
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Bruiser,4,2,2,3
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Cabal,1,0,0,4
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Crime,1,0,0,5
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Experiment,4,1,1,3
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_FormSwapper,1,0,0,2
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Infused,1,0,0,3
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Invoker,1,0,0,4
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Martialist,2,1,1,3
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Pugilist,1,0,0,4
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Sorcerer,1,0,0,4
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Academy,1,0,0,4
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Ambassador,1,1,1,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Bruiser,1,0,0,3
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Cabal,3,1,1,4
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Experiment,1,0,0,3
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_FormSwapper,2,1,1,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Infused,1,0,0,3
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Rebel,1,0,0,4
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Sorcerer,6,4,3,3
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Warband,1,0,0,4
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Watcher,1,0,0,3
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Ambassador,1,1,1,2
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Ambusher,5,4,4,4
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Crime,1,0,0,5
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Family,1,0,0,3
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Hoverboard,2,1,1,3
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Rebel,1,0,0,4
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Scrap,2,1,1,4
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Squad,2,1,1,5
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Titan,1,0,0,3
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Watcher,2,1,1,3
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Ambusher,2,1,1,4
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Bruiser,2,1,1,3
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Cabal,1,0,0,4
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Family,1,0,0,3
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_FormSwapper,2,1,1,2
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Hoverboard,1,0,0,3
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_JunkerKing,1,3,1,1
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Martialist,1,0,0,3
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Pugilist,1,0,0,4
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Scrap,6,4,3,4
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Squad,1,0,0,5
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Titan,2,1,1,3
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Academy,1,0,0,4
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Bruiser,1,0,0,3
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Cabal,4,2,2,4
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Experiment,1,0,0,3
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_FormSwapper,1,0,0,2
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Hextech,1,0,0,3
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Infused,4,2,2,3
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Invoker,1,0,0,3
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_JunkerKing,1,3,1,1
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Scrap,1,0,0,4
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Sorcerer,2,1,1,3
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Titan,1,0,0,3
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Warband,1,0,0,4
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Watcher,1,0,0,3
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Ambassador,1,1,1,2
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Challenger,4,4,3,3
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Hextech,4,2,2,3
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Infused,1,0,0,3
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Rebel,1,0,0,4
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Sniper,2,1,1,3
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Squad,2,1,1,5
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Watcher,2,1,1,3
