match_id,puuid,name,identifier,rarity,tier
NA1_5210875842,PkjoFUt5_k14aTQDFvMuPK6InUbcX_BAt33tjO8wNYvg_ijiSjLcV1KGkKNV2I_-GYEWqH8qMXgPVw,TFT13_Leona,1,1,2
NA1_5210875842,PkjoFUt5_k14aTQDFvMuPK6InUbcX_BAt33tjO8wNYvg_ijiSjLcV1KGkKNV2I_-GYEWqH8qMXgPVw,TFT13_Akali,1,1,2
NA1_5210875842,PkjoFUt5_k14aTQDFvMuPK6InUbcX_BAt33tjO8wNYvg_ijiSjLcV1KGkKNV2I_-GYEWqH8qMXgPVw,TFT13_Sett,1,1,2
NA1_5210875842,PkjoFUt5_k14aTQDFvMuPK6InUbcX_BAt33tjO8wNYvg_ijiSjLcV1KGkKNV2I_-GYEWqH8qMXgPVw,TFT13_Ezreal,1,2,2
NA1_5210875842,PkjoFUt5_k14aTQDFvMuPK6InUbcX_BAt33tjO8wNYvg_ijiSjLcV1KGkKNV2I_-GYEWqH8qMXgPVw,TFT13_Lieutenant,1,6,1
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Singed,1,0,2
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_RenataGlasc,1,1,2
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Ziggs,1,1,2
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Cassiopeia,1,2,2
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Chainsaw,1,2,2
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Gremlin,1,2,3
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Silco,1,4,2
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_DrMundo,1,4,2
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Mordekaiser,1,6,2
NA1_5210875842,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,TFT13_Lieutenant,1,6,2
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Fish,1,0,2
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Shooter,1,0,3
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Camille,1,1,2
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_KogMaw,1,2,2
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Beardy,1,2,1
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_TwistedFate,1,2,2
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Twitch,1,4,1
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Vi,1,4,2
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Caitlyn,1,6,2
NA1_5210875842,66hfS66DqH53p6GwQVgFf8l34vTTabCLNK-6n1fb5Rs3mh4PYvbXvvz2l-9Sg5lp4MIc_jMqrak8UQ,TFT13_Viktor,1,8,1
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Darius,1,0,2
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Draven,1,0,2
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Fish,1,0,2
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Shooter,1,0,2
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Rell,1,1,3
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Beardy,1,2,3
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_TwistedFate,1,2,2
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Ambessa,1,4,2
NA1_5210875842,0jCc0quij5N5QVUHwujKoMmidouwBU-wGClMgee_Z2vO27ixaf6Oe8S_3MmFPMK5i6vPSfdPQcocZg,TFT13_Illaoi,1,4,2
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Zyra,1,0,2
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Blue,1,0,2
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Red,1,0,1
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Vladimir,1,1,1
NA1_5210875842,BmxH35gKz4q9GvYaicIYYeImjdLbQhH23szcW3O_8dC9oj5wh-Lwu--N8khJmIVVUqFyY3eWOy-zcA,TFT13_Nami,1,2,1
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Fish,1,0,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Shooter,1,0,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Camille,1,1,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Chainsaw,1,2,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Beardy,1,2,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Beardy,2,2,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_TwistedFate,1,2,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Vi,1,4,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_Caitlyn,1,6,2
NA1_5210875842,EqMSwm9K9CnsjOkp95ndg_aBI09-fbUR81FmvdOiqJQnT5S7nkFlIIAzc_cZxiqBE_ldUo8M2USNLg,TFT13_MissMage,1,8,1
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Zyra,1,0,2
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Tristana,1,1,1
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Urgot,1,1,1
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_Chainsaw,1,2,2
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_NunuWillump,1,2,2
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,tft13_elise,1,4,1
NA1_5210875842,hFItmypQ4c024XnN1qWilCa8ET7HB9DJveeM4VOUBpyVgTFmfu19fO-mfSeEZNpbOn0Xrk_k_Ta-rw,TFT13_DrMundo,1,4,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Lux,1,0,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Zyra,1,0,1
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Vladimir,1,1,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,tft13_swain,1,2,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Cassiopeia,1,2,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Nami,1,2,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,tft13_elise,1,4,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Zoe,1,4,2
NA1_5215009686,ni6NDlECUaOV-kItaxqsqCxcSuGbFr0ORjP8bWvXZI0qWfBzLztIWnh6TI98R5eY451LBfMsekX-Ow,TFT13_Sion,1,9,1
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Blue,1,0,2
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Camille,1,1,2
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Gremlin,1,2,2
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_FlyGuy,1,2,2
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Beardy,1,2,1
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Garen,1,4,1
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,TFT13_Ekko,1,4,1
NA1_5215009686,T38LhL_iX0N7sSUD2KbdCnq1_MXMhk9H8Ke4Wlz8z588Yq72Cd59qPmKzVbLjZqM6oX9Ft9DrHh24g,tft13_jinx,1,6,1
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Blue,1,0,2
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Trundle,1,0,2
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Gangplank,1,2,1
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Beardy,1,2,2
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,tft13_elise,1,4,2
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Ekko,1,4,2
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Corki,1,4,2
NA1_5215009686,B82KfyVgNMEe5QuiEMzS0fp5nAPWIKEgWv0oXyBynQbyLTGR5uHH2WvOsc1x0xCU65T8jVbmQ6HgRg,TFT13_Rumble,1,6,1
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Vladimir,1,1,1
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Blitzcrank,1,2,1
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Cassiopeia,1,2,2
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Heimerdinger,1,4,2
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,tft13_elise,1,4,2
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_DrMundo,1,4,2
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_LeBlanc,1,6,2
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Mordekaiser,1,6,1
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Rumble,1,6,2
NA1_5215009686,eMBljOXt35ic-_lahHVAiYViNZwGXE1SEZQmgWevfrf1uQRkKdt63HpMcQYTwSSnqYfB439D7OpyPw,TFT13_Sion,1,9,2
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Amumu,1,0,2
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Nocturne,1,1,3
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Akali,1,1,2
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Blitzcrank,1,2,3
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_KogMaw,1,2,2
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_TwistedFate,1,2,2
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Garen,1,4,1
NA1_5215009686,EdK_EpyIKSAmsip48XUB0kTW0JH0f8Y9Qn2enqNiPANKIrtaL1U_ZUA9v2narTpcsGj5d3gWoitspg,TFT13_Caitlyn,1,6,1
NA1_5215009686,IJUB62Ef7WAsLkYDiF8RGdqArB2Cn1pvATHehvDKhG1vWVfANHB004hbz26bmk4LTp1YxGjXUd6bmQ,TFT13_Darius,1,0,2
NA1_5215009686,IJUB62Ef7WAsLkYDiF8RGdqArB2Cn1pvATHehvDKhG1vWVfANHB004hbz26bmk4LTp1YxGjXUd6bmQ,TFT13_Draven,1,0,2
NA1_5215009686,IJUB62Ef7WAsLkYDiF8RGdqArB2Cn1pvATHehvDKhG1vWVfANHB004hbz26bmk4LTp1YxGjXUd6bmQ,TFT13_Rell,1,1,2
NA1_5215009686,IJUB62Ef7WAsLkYDiF8RGdqArB2Cn1pvATHehvDKhG1vWVfANHB004hbz26bmk4LTp1YxGjXUd6bmQ,tft13_swain,1,2,3
NA1_5215009686,IJUB62Ef7WAsLkYDiF8RGdqArB2Cn1pvATHehvDKhG1vWVfANHB004hbz26bmk4LTp1YxGjXUd6bmQ,TFT13_Gangplank,1,2,1
NA1_5215009686,IJUB62Ef7WAsLkYDiF8RGdqArB2Cn1pvATHehvDKhG1vWVfANHB004hbz26bmk4LTp1YxGjXUd6bmQ,TFT13_Ambessa,1,4,2
NA1_5215009686,IJUB62Ef7WAsLkYDiF8RGdqArB2Cn1pvATHehvDKhG1vWVfANHB004hbz26bmk4LTp1YxGjXUd6bmQ,TFT13_Mordekaiser,1,6,1
NA1_5215009686,IJUB62Ef7WAsLkYDiF8RGdqArB2Cn1pvATHehvDKhG1vWVfANHB004hbz26bmk4LTp1YxGjXUd6bmQ,TFT13_Rumble,1,6,1
NA1_5215009686,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,TFT13_Darius,1,0,2
NA1_5215009686,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,TFT13_Darius,2,0,1
NA1_5215009686,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,TFT13_Draven,1,0,3
NA1_5215009686,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,TFT13_Blue,1,0,2
NA1_5215009686,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,TFT13_Red,1,0,3
NA1_5215009686,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,TFT13_Prime,1,1,3
NA1_5215009686,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,TFT13_Warwick,1,8,1
NA1_5215009686,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,TFT13_Fish,1,0,2
NA1_5215009686,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,TFT13_Shooter,1,0,2
NA1_5215009686,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,TFT13_Camille,1,1,2
NA1_5215009686,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,TFT13_Beardy,1,2,2
NA1_5215009686,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,TFT13_TwistedFate,1,2,2
NA1_5215009686,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,TFT13_Vi,1,4,2
NA1_5215009686,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,TFT13_Lieutenant,1,6,1
NA1_5215009686,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,tft13_jinx,1,6,1
NA1_5211518566,RTp_E3esC7GnGRAMSBMUNZByP4OF_ySWH_mwoUQpxCK15ltu78iDDzsJaHGjh8LIjdCzOr-pS0IH0g,TFT13_Fish,1,0,2
NA1_5211518566,RTp_E3esC7GnGRAMSBMUNZByP4OF_ySWH_mwoUQpxCK15ltu78iDDzsJaHGjh8LIjdCzOr-pS0IH0g,TFT13_Shooter,1,0,2
NA1_5211518566,RTp_E3esC7GnGRAMSBMUNZByP4OF_ySWH_mwoUQpxCK15ltu78iDDzsJaHGjh8LIjdCzOr-pS0IH0g,TFT13_Camille,1,1,2
NA1_5211518566,RTp_E3esC7GnGRAMSBMUNZByP4OF_ySWH_mwoUQpxCK15ltu78iDDzsJaHGjh8LIjdCzOr-pS0IH0g,TFT13_Beardy,1,2,3
NA1_5211518566,RTp_E3esC7GnGRAMSBMUNZByP4OF_ySWH_mwoUQpxCK15ltu78iDDzsJaHGjh8LIjdCzOr-pS0IH0g,TFT13_TwistedFate,1,2,2
NA1_5211518566,RTp_E3esC7GnGRAMSBMUNZByP4OF_ySWH_mwoUQpxCK15ltu78iDDzsJaHGjh8LIjdCzOr-pS0IH0g,TFT13_Ambessa,1,4,2
NA1_5211518566,RTp_E3esC7GnGRAMSBMUNZByP4OF_ySWH_mwoUQpxCK15ltu78iDDzsJaHGjh8LIjdCzOr-pS0IH0g,TFT13_Ekko,1,4,2
NA1_5211518566,RTp_E3esC7GnGRAMSBMUNZByP4OF_ySWH_mwoUQpxCK15ltu78iDDzsJaHGjh8LIjdCzOr-pS0IH0g,TFT13_Vi,1,4,2
